Tweet Scraped,Username,Description,Location,Followinf Count,Followers Count,Total Tweets,Retweet Count,Tweet Text,Hashtags Used
311,CricInformer,Get all latest info related to #cricket and #FantasyCricket. Admin: Shwet and Siddhant Tripathi,"Varanasi, India",839,73167,28875,0,"Shahbaz Ahmed is on the radar of selectors' to replace Ravindra Jadeja in the Test series against Bangladesh.

#CricketTwitter #cricketfans #News #cricketlovers #sports #Cricket #RavindraJadeja #ShahbazAhmed https://t.co/xhJBWgfQOS","['CricketTwitter', 'cricketfans', 'News', 'cricketlovers', 'sports', 'Cricket', 'RavindraJadeja', 'ShahbazAhmed']"
314,InfoLadka,"🚨 Info Ladka is a platform for the next generation to learn about the world🔥
             Check out the latest news, trending topics, and interesting facts 😎",india,46,2,323,0,"Jadeja will miss the series against Bangladesh 👀

#jadeja #RavindraJadeja #INDVSBAN https://t.co/wYzJhDBy8f","['jadeja', 'RavindraJadeja', 'INDVSBAN']"
315,SportxBite,Bringing the sports Inside You | 24*7 Live Sport Updates.,"Bhubaneswar, India",17,2,35,0,"Breaking News: Surya Kumar Yadav could get a chance in test series against Bangladesh replacing Ravindra Jadeja.

#suryakumaryadav #ravindrajadeja #irelandcricket #cricketnews #cricketfans #sportsnews #SportxBite #sportxbite https://t.co/M9GzriA752","['suryakumaryadav', 'ravindrajadeja', 'irelandcricket', 'cricketnews', 'cricketfans', 'sportsnews', 'SportxBite', 'sportxbite']"
316,Furkan_khan_,"STUDENTS, PHOTOGRAPHER",,277,31,3754,1,"Suryakumar Yadav could get a place in Test series against Bangladesh as replacement of Ravindra Jadeja.

#TeamIndia #SuryakumarYadav  #RavindraJadeja #BANvsIND #Bangladesh #CricketTwitter https://t.co/wgxuZA5Q5n",['TeamIndia']
319,sportzcraazy,"𝐇𝐞𝐲 “𝐇𝐚𝐫𝐝-𝐜𝐨𝐫𝐞 𝐂𝐫𝐚𝐳𝐲 𝐅𝐚𝐧𝐚𝐭𝐢𝐜𝐬”
𝐊𝐞𝐞𝐩 𝐭𝐡𝐞 𝐛𝐚𝐥𝐥 𝐫𝐨𝐥𝐥𝐢𝐧𝐠 & 𝐁𝐞 𝐭𝐡𝐞 𝐩𝐚𝐫𝐭 𝐨𝐟 𝐲𝐨𝐮𝐫
𝐂𝐫𝐚𝐳𝐲 𝐓𝐫𝐢𝐛𝐞",India,433,499,16546,0,"Team India all-rounder @imjadeja likely to miss India tour of Bangladesh.
(📸Credit: BCCI)

#RavindraJadeja #BreakingNews #TeamIndia #Sportzcraazy #IndianCricketTeam #Followus #Cricket #INDvsBAN #Tournament #AllRounder #INDvBAN https://t.co/a4HeVi6yv1","['RavindraJadeja', 'BreakingNews', 'TeamIndia', 'Sportzcraazy', 'IndianCricketTeam', 'Followus', 'Cricket', 'INDvsBAN', 'Tournament', 'AllRounder', 'INDvBAN']"
320,devcod_bot,"Retweet News & Informative content | 
built with ☕ | retweet-Indian news & my blog related content |",India,1,40,46179,3,"#RavindraJadeja is unlikely to regain full fitness ahead of the Bangladesh Test series, starting December 14 in Chittagong: #BCCI sources to PTI 

#IndianCricketTeam, #BANvIND 

https://t.co/tCoXUcOUdr",['RavindraJadeja']
325,AmanSin97241522,"Tentaran for Latest India News, latest breaking news in india, latest news today, 3 latest news, india news today, india news online, latest news headlines.",,23,47,4062,1,"CSK Retained Squad
.
.
.
#ViratKohli #MSDhoni #KLRahul #cricket #cricketlovers #ipl #RohitSharma #HardikPandya #ShreyasIyer #TeamIndia #BCCI #TentaranSports #RishabhPant  #SuryaKumarYadav #RavindraJadeja #DineshKarthik https://t.co/TiOSUZNkZ2","['ViratKohli', 'MSDhoni', 'KLRahul', 'cricket', 'cricketlovers', 'ipl', 'RohitSharma', 'HardikPandya', 'ShreyasIyer', 'TeamIndia', 'BCCI', 'TentaranSports', 'RishabhPant', 'SuryaKumarYadav', 'RavindraJadeja', 'DineshKarthik']"
327,Ku11444278Ashok,Don't think much just work with total focus,,222,84,30933,5,"Players to Hit Century in T20I
.
.
.
#ViratKohli #MSDhoni #KLRahul #cricket #cricketlovers #ipl #RohitSharma #HardikPandya #ShreyasIyer #TeamIndia #BCCI #TentaranSports #RishabhPant  #SuryaKumarYadav #RavindraJadeja #DineshKarthik https://t.co/Z3bZy6xE4X","['ViratKohli', 'MSDhoni', 'KLRahul', 'cricket', 'cricketlovers', 'ipl', 'RohitSharma']"
329,DEXSportsRadio,"DEX features: Sports news, live Radio, player and team rankings; Download App: Android: https://t.co/5sCNsoNbxO IOS👉https://t.co/jy4QcO9Nv7",,30,527,12586,0,"IND vs BAN 2022: Big blow for Indian team, injured Ravindra Jadeja out of Bangladesh tour

for more latest updates
👇🏻
Visit - https://t.co/RHBuCUabdQ

👉🏻Download App Now - https://t.co/65Zn8M82aO

🥳🥳Join DexSportsRadio Now on Telegram - https://t.co/RJsYbhsKbl

#RavindraJadeja https://t.co/pdT425ccvQ",['RavindraJadeja']
333,RealHimalayaGuy,,"New Delhi, India",15,8,117,1,"Ravindra Jadeja set to be ruled out of the upcoming Test and ODI series against Bangladesh

#INDvsBAN #RavindraJadeja #TeamIndia #BANvIND","['INDvsBAN', 'RavindraJadeja']"
338,56perumal,BJP Cyber  Warrior--Bank Officer(Rtd)  --Proud Hindu  --Sanghi., tamilnadu,40307,43231,1631058,1,"Ravindra Jadeja recalls his first meeting with Narendra Modi back in 2010 with MS Dhoni by his side 
#TeamIndia #MSDhoni #RavindraJadeja #NarendraModi 

https://t.co/KVgdE6KsxJ - via @mykhelcom","['TeamIndia', 'MSDhoni']"
339,TweepleLeaf,The Karma Cafe has no menus. You get served what you deserve!!,India,200,244,18474,0,"BCCI should ideally take action against Jadeja. Lad says he is unfit to make a comeback but is fit enough to campaign for his wife in the upcoming elections. Has he taken his place in the squad for granted?

#RavindraJadeja #Jadeja #BCCI","['RavindraJadeja', 'Jadeja', 'BCCI']"
340,Sportzoclock,Sportz O’Clock brings you latest News Update and interesting stories from your favourite sports on & beyond the playfield.,Delhi,63,82,2951,0,"Ravindra Jadeja set to for longer stint on sidelines; not to play ODI and Test series vs Bangladesh: Reports

#RavindraJadeja #TestCricket #INDvBAN #BCCI #TeamIndia #crickettwitter https://t.co/RckD6vTf8i","['RavindraJadeja', 'TestCricket', 'INDvBAN', 'BCCI', 'TeamIndia', 'crickettwitter']"
341,cricketapna1,"🇮🇳 l Indian cricket
🏆l Come on 🇮🇳 Let's Cheer4India 🇮🇳 
💙l Managed by @sports_apna
🤝| DM Paid Promotion 🤜🤛",New Delhi,104,99,5549,0,"According to PTI, Surya Kumar Yadav Likely to Included in the test Squad Against Bangaldesh.

#SuryaKumarYadav #INDvBAN #RavindraJadeja https://t.co/OrLiq4pu22","['SuryaKumarYadav', 'INDvBAN', 'RavindraJadeja']"
342,indiacom,"Follow https://t.co/nmmdlsOpds for breaking news from India and around the world, cricket updates, Bollywood gossip, travel tips and more | Zee Media",India,894,28830,266760,0,"Big Blow to Team India before India vs Bangladesh Series. 
#RavindraJadeja #IndianCricketTeam 
https://t.co/cqAgpjkjSQ","['RavindraJadeja', 'IndianCricketTeam']"
343,icc_schedule,This is the official Twitter account of https://t.co/1O6kCcgHS2,India,811,999,3271,0,"All-Rounder Ravindra Jadeja likely to get ruled out of Bangladesh tour
#RavindraJadeja #Bangladeshtour
https://t.co/Tt996CL0pq","['RavindraJadeja', 'Bangladeshtour']"
347,Crickdom7,"Yeh hai 𝗖𝗥𝗜𝗖𝗞𝗘𝗧 ka 𝗞𝗜𝗡𝗚𝗗𝗢𝗠!!🏏                         
#Cricket News, Videos & Humour
                             
Website: https://t.co/kmLv0xZmZW",India,869,176,1509,0,"Shahbaz Ahmed is on the radar for the Bangladesh Test series in the absence of Ravindra Jadeja
Source: @sportstarweb 
#RavindraJadeja #ShahbazAhmed #INDvsBAN","['RavindraJadeja', 'ShahbazAhmed', 'INDvsBAN']"
348,cricketnext,"News, Live Scores, Results, Stats and everything that's cricket from all over the globe.",India,519,132123,202292,0,"#TeamIndia #RavindraJadeja 

A replacement could be named later this week

https://t.co/8uyrkMMXvT","['TeamIndia', 'RavindraJadeja']"
349,manishmeena33,Rajasthani 😇  Indian 🇮🇳,,6,3,24,0,Ravindra Jadeja set to miss Bangladesh tour. He hasn't recovered from the injury he suffered during the Asia Cup. (Reported by Cricbuzz). #RavindraJadeja #BCCI #jadeja https://t.co/PZihvMQv0Y,"['RavindraJadeja', 'BCCI', 'jadeja']"
352,iOmkarVerma,🇮🇳 Proud INDIAN | YouTuber👉 https://t.co/DwdLF4ZQ7X,"U.P. ka RAJPUT, India",381,671,464,0,"#RavindraJadeja set to miss Next Bangladesh Tour due to injury, he suffered during the Asia Cup.

#Cricket #news #UPDATE https://t.co/UHeJVJMPZu","['RavindraJadeja', 'Cricket', 'news', 'UPDATE']"
353,MondalRahul5,A student and sport fan.A India lover.,"Ahmedabad,Gujarat",65,1,1932,1,"Ravindra Jadeja is set to miss Bangladesh🇧🇩 tour. 

He hasn't recovered from the injury he suffered during Asia Cup earlier this year. 

#BANvIND #RavindraJadeja",[]
355,IMGuru451,I have been making money online since 2009 via eCommerce and ranking in Google. I review internet marketing products and help people avoid costly mistakes.,"Seattle, WA",86,92,20950,0,Ravindra Jadeja likely to miss tour to Bangladesh #teamindia #ravindrajadeja https://t.co/YtVqYJuJnA,"['teamindia', 'ravindrajadeja']"
356,xtratimeindia,"Always Sport! 
Welcome to the Official #Twitter Page for #XtraTime. Watch Videos and more at https://t.co/vvSbdk0uEt",Kolkata,325,8785,51845,0,"Ravindra Jadeja likely to miss upcoming tour to Bangladesh 
#RavindraJadeja  
https://t.co/H2ZdiBRcpR",['RavindraJadeja']
360,Ramvignesh490,,Chennai,514,197,148128,2,"#RavindraJadeja set to for longer stint on sidelines; not to play ODI and Test series vs Bangladesh: Reports

https://t.co/WJdudT09bh",['RavindraJadeja']
361,cricmonty,"Cric Monty - For the hardcore sports fan
Get all the latest cricket news, scores, interviews and
updates over here","Jaipur, India",251,3,200,0,"#suryakumar #bcci #indvsban #banvsind #RavindraJadeja #sky #IndianCricketTeam #TeamIndia @surya_14kumar @imjadeja 
BAN v IND 2022: Suryakumar Yadav's entry in the Test team. Jadeja unlikely to be fit for Bangladesh tour - report - https://t.co/kXID1XWI6z https://t.co/Ne8j0t8ys5","['suryakumar', 'bcci', 'indvsban', 'banvsind', 'RavindraJadeja', 'sky', 'IndianCricketTeam', 'TeamIndia']"
363,McLungi,"🏁 Dog luvv 🐕
🏆 Cricket Addict 🏏
🔛 @klrahul Fan 😻
 @chennaiIPL Army 💛
Retweeter 🤛🤜","Chennai, India",984,676,84951,2,"Ravindra Jadeja To Miss Another Tour!

#CricketTwitter #BANvIND #RavindraJadeja #CSK #TeamIndia https://t.co/gcLIvItNew","['CricketTwitter', 'BANvIND', 'RavindraJadeja', 'CSK', 'TeamIndia']"
364,rr3815126,,,433,96,50004,1,"Reports: Ravindra Jadeja unlikely to travel to Bangladesh for Test and ODI series

#RavindraJadeja #TeamIndia #BCCI #INDvBAN https://t.co/9x2pMA1AKD","['RavindraJadeja', 'TeamIndia', 'BCCI']"
366,gorinkateja98,Virat kohil fans 😎😎🔥🔥🔥😎,,807,41,6302,3,"#SuryakumarYadav could be drafted in as replacement if #RavindraJadeja is ruled out of the Bangladesh Test series. #BANvIND
https://t.co/xOkyji5btA","['SuryakumarYadav', 'RavindraJadeja']"
369,AutiSwaraj,"INDIAN 🇮🇳🇮🇳
proud to be BJP voter 🤩🌷",,269,167,42666,2,"The people of Jamnagar caught a rare glimpse of cricketer #RavindraJadeja as he participated in a roadshow in the city, batting for his wife, Rivaba 

(Reports @MaulikPathak)

https://t.co/lxLo44m7gq",['RavindraJadeja']
370,adebisimakinde,"Real Estate Expert
Members - @billionairerealtors
Co- Founder/CEO @Lamarkrealtorshomes
Lateefmakinde@yahoo.com
+2348060980531","Lagos, Nigeria",4971,1208,40196,1,"'Nanad-Bhabhi' tussle? #RavindraJadeja's sister accuses his wife #Rivaba of using children in #Gujaratpoll campaigning

https://t.co/qzG9CfqDHZ","['RavindraJadeja', 'Rivaba', 'Gujaratpoll']"
371,BlackRumAndCoke,Indian | Consultant | Cricket Addict | Foodie | Traveler | Blogger | Shutterbug | Sachin Devotee | Kohli Fan | Movie Buff | Petrol Head | RCB Fan | Rafa Fan,"Mumbai, India",1314,259,1601,0,"So #RavindraJadeja wud b missing the #Bangladesh series as he hasnt recovered fully. Of course, conspiracy theorists wud suggest that he wud prefer to campaign for his wife. That aside, wud b interesting 2 c d replacement. SKY has great chance. Wud love to c #ShahbazAhmed as well","['RavindraJadeja', 'Bangladesh', 'ShahbazAhmed']"
373,coolkam30,"We are IT company offering services like Website development, SEO, Content management, Graphic design, Social media marketing, product photography.","18.952676,72.82091",1952,924,62906,4,"#INDvBAN #SuryakumarYadav #RavindraJadeja

@imjadeja unlikely to get fit for Bangladesh Tests, will new committee induct @surya_14kumar as extra batter?

Read: https://t.co/9WFCQqsk7Y https://t.co/1WvtEekd1B","['INDvBAN', 'SuryakumarYadav', 'RavindraJadeja']"
375,cric_pintu,ALL ABOUT CRICKET 🏏,"भुवनेश्वर, भारत",356,15,278,1,"Time For Suryakumar Yadav In Test Squad 👏

#SuryakumarYadav #RavindraJadeja https://t.co/sLewh0WYmO","['SuryakumarYadav', 'RavindraJadeja']"
380,imBK08,"Sports Journalist, Sub Editor at @cricketnmore, Former Content Editor @EtvBharatTN, Salem, Tamil Nadu, India.","Salem, IN",62,38,4725,0,"Ravindra Jadeja To Miss Another Tour!

#CricketTwitter    #BANvIND #RavindraJadeja #CSK #TeamIndia https://t.co/7sMsmZ0l2Q","['CricketTwitter', 'BANvIND', 'RavindraJadeja', 'CSK', 'TeamIndia']"
382,CricNewsIndia,Latest Updates | Reviews | Previews | Interviews | Live Score | Stats and more regarding Indian Cricket. 🇮🇳,India,370,54,1977,0,"Ravindra Jadeja set to miss ODI &amp; Test series against Bangladesh. (According to Cricbuzz)

#RavindraJadeja #CricNews","['RavindraJadeja', 'CricNews']"
385,scoresnow_in,"All about live sports updates and fantasy tips . 🏏⚽🤾
Download our fantasy app @league11_in ! 
For internship of Writing for us, you may dm !",India ,162,137,3263,0,"Ravindra Jadeja will not feature in The Bangladesh Tour!

#BANvIND #BANvsIND #RavindraJadeja #Cricket https://t.co/9jQXsSZXe0","['BANvIND', 'BANvsIND', 'RavindraJadeja', 'Cricket']"
388,cricketapna1,"🇮🇳 l Indian cricket
🏆l Come on 🇮🇳 Let's Cheer4India 🇮🇳 
💙l Managed by @sports_apna
🤝| DM Paid Promotion 🤜🤛",New Delhi,104,99,5549,0,"According to Reports, Ravindra Jadeja will miss Bangladesh tour Because He Hasn't Recovered from the Injury.

#RavindraJadeja #INDvBAN #TeamIndia https://t.co/qzH9u57ZIa","['RavindraJadeja', 'INDvBAN', 'TeamIndia']"
390,krishsheth2006,Cricketer 🏏🏏🏏🏏,"Silvassa, India",61,22,2264,0,"According to Reports : Ravindra Jadeja Set to Miss ODI &amp; Test Series Against Bangladesh. 

#RAVINDRAJADEJA #INDVSBAN","['RAVINDRAJADEJA', 'INDVSBAN']"
392,avnishtiwarii,"@msdhoni,@imraina,@chennaiipl,@JSKSA20,@chennaiyinFC💛","Lucknow, India",426,505,130878,1,"Ravindra Jadeja is set to miss the tour of Bangladesh next month. 

#RavindraJadeja",['RavindraJadeja']
397,HimanshuLadha8,"cricket lover | 
@msdhoni @imVkohli fan |
join 20 April","Nadiad, India",405,40,4617,0,"RavindraJadeja is set to miss the tour of BAN next month. 

The all-rounder, laid low due to an injury since the Asia Cup, has not recovered.

#INDvBAN #jadeja @imjadeja","['INDvBAN', 'jadeja']"
1,imkkailash,राष्ट्रीय सचिव विश्व सनातन हिंदु संघ | पूर्व सदस्य BJYM | Proud @bjp4india Worker | प्रदेश सचिव ABVM |  #परप्रांतीयसंघ | #Mera_Rajasthan_Mera_Gourav,Jaipur / Mumbai ,2623,2646,138636,0,"GujaratElections   
#કમળ_સાથે_સમૃદ્ધ_ગુજરાત
#ગુજરાતનાદિલમાંફક્ત_ભાજપ 
#गुजरात_की_पुकार_भाजपा_हरबार 
#ગુજરાતના_દિલમાં_ફકત_ભાજપ 
#મજુરા_ના_મિત્ર 
#MajuraKaMitra https://t.co/JAU9N8fGyO","['કમળ_સાથે_સમૃદ્ધ_ગુજરાત', 'ગુજરાતનાદિલમાંફક્ત_ભાજપ', 'गुजरात_की_पुकार_भाजपा_हरबार', 'ગુજરાતના_દિલમાં_ફકત_ભાજપ', 'મજુરા_ના_મિત્ર', 'MajuraKaMitra']"
2,varna_rahul,"राष्ट्र प्रथम,  #सनातन_धर्म_ही_सर्वश्रेष्ठ_है 🚩🚩",,1826,1138,21617,1,"BJP has done such a good job in Gujarat that the people there always want BJP government as their leader.
#गुजरात_की_पुकार_भाजपा_हरबार https://t.co/MUbJNkNT4s",[]
3,varna_rahul,"राष्ट्र प्रथम,  #सनातन_धर्म_ही_सर्वश्रेष्ठ_है 🚩🚩",,1826,1138,21617,2,It's a time to be keep retweet this tweet for in support now #गुजरात_की_पुकार_भाजपा_हरबार https://t.co/YI6L7smKg8,['गुजरात_की_पुकार_भाजपा_हरबार']
4,FriendlyMony,"Connecting you to your Ideal Partner in just a few Swipes!

https://t.co/6kUMP5bQwn

https://t.co/Dj4ChPPJm4",,1738,1477,6110,2,"Check out this Comedy video on Funtoosh. For more similar videos,
download the app now: https://t.co/cBo72fd8xe

#Funtoosh #Trending #Viral #Videos #Comedy #CR7𓃵 #PriyankaChopra #Custody #FIFAWorldCup #ARGKSA #Argentina #INDvsNZ #गुजरात_की_पुकार_भाजपा_हरबार #wednesdaythought https://t.co/btcTYTioEt",['Funtoosh']
7,ToorAmit1,I am a nature lover,"Bahadurgarh Haryana, India",72,15,2693,4,"#गुजरात_की_पुकार_भाजपा_हरबार 
#गुजरातचुनाव2022 
Today CM #Assam @himantabiswa Ji addressed a public rally at Distt Aravlli #Modasa  
@narendramodi @AmitShah @VanathiBJP @deeptirawatbjp @poojakapilmisra @AshokKoul59 @ImRavinderRaina   @BJPMahilaMorcha @DograSanjita @BJP4Kathua https://t.co/LZVj1c5Qf3","['गुजरात_की_पुकार_भाजपा_हरबार', 'गुजरातचुनाव2022', 'Assam']"
71,RonakRdj,,,899,630,57367,37,BJP Winning Gujarat. #गुजरात_की_पुकार_भाजपा_हरबार https://t.co/rnBjhyL38l,['गुजरात_की_पुकार_भाजपा_हरबार']
72,Anshulk19Anshul,"Love for Country | Stand for Positivity |Crazy for Sports| Emotional | Civil Engineer,HR & Trainer | Help Organisations to Hire,Train & Retain Talent",India,1912,1433,4636,0,"@arunsingh4775 @RahulGandhi Thank you #Pappu 
Now the margin of victory will increase 
👇👇
👇👇
👇👇
👇👇
👇👇
👇👇
👇👇
👇👇
👇👇
For #BJP
#GujaratAssemblyPolls
#गुजरात_की_पुकार_भाजपा_हरबार

For BJP","['Pappu', 'BJP', 'GujaratAssemblyPolls', 'गुजरात_की_पुकार_भाजपा_हरबार']"
