Tweet Scraped,Username,Description,Location,Followinf Count,Followers Count,Total Tweets,Retweet Count,Tweet Text,Hashtags Used
206,VImvinit007,🇮🇳 Nation First |  स्वयंसेवक  |  किसानपुत्र  | Proud Hindu 🚩| Proud Rajput 🚩|  Activist |  |   Karma Beliver |  102* । RT=/= Endorsement । 🇮🇳🚩,हिंदुस्थान 🇮🇳🚩🧡,3166,14439,196527,8,"Hello guys please follow @dhruvika_shah3 in a large number ,
She is new on twitter and I am requesting you to follow her to grow quickly.
 
#GujaratElection2022 https://t.co/AfkvgCDrbl",['GujaratElection2022']
,HimeshPJoshi,Proud Indian 🇮🇳 | मुंबईकर | @INCIndia @Congresssevadal | State SM Joint Coordinator - @SevadalMB | @UWCForYouth | #MyLeaderRahulGandhi #BharatJodoYatra 🇮🇳,"Mumbai, India",1137,1938,158299,66,"Nomination rally of Congress candidate Gulab Singh Rajput from Tharad constituency of Gujarat.

Congress is sweeping Gujarat this time.🔥

#GujaratElection2022 https://t.co/d87K2iFp0P",[]
207,g17829922,,,698,12,656,79,"The mood of Gujarat!!!
#GujaratElection2022 https://t.co/WXuqmEPpr3",['GujaratElection2022']
,Mystic_Soul25,"Views personal. Likes, retweets & follows aren't endorsements. An educated & aware Indian woman interested in development for all",India,3528,5400,67524,16,Finally!! Chappal ki maala for #BJP #Gujarat candidate! Finally janta is showing its anger! Shamelessly the neta is putting on the garland of slippers also!! #GujaratElection2022 https://t.co/9oEI8UZ2UQ,"['BJP', 'Gujarat', 'GujaratElection2022']"
208,rtweet_truth,Bhakt,Bharat,202,418,64635,7,"This is a detailed analysis of Shraddha Walker killer Aftab Ameen Poonawala by me. Please watch and share with others.
https://t.co/HTroQnbzn3

#MeraAbdulAisaNahiHai #DelhiMurder #GujaratElection2022 #LoveJihad #Shraddha #shraddhawalker #AftabAminPoonawala https://t.co/zIJTLMn8Ue",[]
,anantmax1,"Congress in blood , Follow back If you are Congressi ✋️",Delhi,152,87,5238,2,"Which party will win in Gujarat Elections 2022?

#Gujarat #GujaratElections #GujaratElection2022","['Gujarat', 'GujaratElections', 'GujaratElection2022']"
209,Varshne16361524,"Bharat means Sanatan, nothing less nothing more...",India ,31,2,1336,117,"Alarming. Please do watch and share.
#GujaratElections2022 #GujaratElection2022 https://t.co/IUkzWvEJqL","['GujaratElections2022', 'GujaratElection2022']"
,aditheesh,Follow me 4 inspiring Thoughts.Keen observer of Media & Politics in India.Adding my thoughts & excerpts on what I read/observe. Authentic tweets. പന്താവൂർകാരൻ .,"मुंबई,पुणे,અમદાવાદ,ചങ്ങരംകുളം",1250,1165,16012,0,"#GujaratAssemblyPolls results will be an watershed moment in Indian national politics driving 2024 LS election outcomes. 

#GujaratElection2022 #GujaratPolls","['GujaratAssemblyPolls', 'GujaratElection2022', 'GujaratPolls']"
210,imChikku_,Indian 🇮🇳 Rahul Gandhi ❤️ Congress ✋Virat Kohli 🔥 RCB 😍 Cricket 🏏 Mother luck ❤️ Joint SM coordinator @SevadalKA,Union of India,3257,12320,273557,66,"Nomination rally of Congress candidate Gulab Singh Rajput from Tharad constituency of Gujarat.

Congress is sweeping Gujarat this time.🔥

#GujaratElection2022 https://t.co/d87K2iFp0P",[]
,SurrbhiM,INC supporter | Secular | Constitution first | Anti Fascist |  Slaying my way💫  #BharatJodoYatra,India,1741,14098,149949,66,"Nomination rally of Congress candidate Gulab Singh Rajput from Tharad constituency of Gujarat.

Congress is sweeping Gujarat this time.🔥

#GujaratElection2022 https://t.co/d87K2iFp0P",[]
211,DrJayanThiyagu,"General Secretary - IT & Social Media Department, Tamilnadu Congress Committee, 
@INCTamilNadu

Retweet and like doesn't mean endorsement.",Srirangam,5668,7543,191396,66,"Nomination rally of Congress candidate Gulab Singh Rajput from Tharad constituency of Gujarat.

Congress is sweeping Gujarat this time.🔥

#GujaratElection2022 https://t.co/d87K2iFp0P",[]
,Aamir_Kuraishi,"|| This is the official account of @Aamir_Kuraishi
Social Media Active,Social Service And Political Analyst, Equality And Humanity, | 🇮🇳 |",India,6099,11724,81113,66,"Nomination rally of Congress candidate Gulab Singh Rajput from Tharad constituency of Gujarat.

Congress is sweeping Gujarat this time.🔥

#GujaratElection2022 https://t.co/d87K2iFp0P",[]
212,negihimachal,State Co Coordinator HPCC SM Deptt. @INC . Retweets are not endorsements. #No_DM. #Andhbhakts_Stay_Away.,Union of India . ,2745,18936,8374,66,"Nomination rally of Congress candidate Gulab Singh Rajput from Tharad constituency of Gujarat.

Congress is sweeping Gujarat this time.🔥

#GujaratElection2022 https://t.co/d87K2iFp0P",[]
,VotesToCongress,If Anyone Has Raised The Issue Of Women Safety On Such A Large Scale In This Country It Is Only @RahulGandhi   Team - 1 @priyankagandhi,"Ghatlodia Ahmedabad , Mumbai ",926,1789,88435,66,"Nomination rally of Congress candidate Gulab Singh Rajput from Tharad constituency of Gujarat.

Congress is sweeping Gujarat this time.🔥

#GujaratElection2022 https://t.co/d87K2iFp0P",[]
213,IRokade,🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,,4995,3600,188041,66,"Nomination rally of Congress candidate Gulab Singh Rajput from Tharad constituency of Gujarat.

Congress is sweeping Gujarat this time.🔥

#GujaratElection2022 https://t.co/d87K2iFp0P",[]
,ashfaq_joiyaINC,"◾General secretary @INCRajasthan Social media Department

◾Ex - State Co-ordinator SM with Congress (Raj.)","Rajasthan, India",6583,18561,253402,66,"Nomination rally of Congress candidate Gulab Singh Rajput from Tharad constituency of Gujarat.

Congress is sweeping Gujarat this time.🔥

#GujaratElection2022 https://t.co/d87K2iFp0P",[]
214,PatilPriyanca,I am M3! Last a/c @priyancapatil8 suspended .,,793,1630,19076,66,"Nomination rally of Congress candidate Gulab Singh Rajput from Tharad constituency of Gujarat.

Congress is sweeping Gujarat this time.🔥

#GujaratElection2022 https://t.co/d87K2iFp0P",[]
,RealShyamg,Chartered Accountant,"Churu, India",166,72,839,66,"Nomination rally of Congress candidate Gulab Singh Rajput from Tharad constituency of Gujarat.

Congress is sweeping Gujarat this time.🔥

#GujaratElection2022 https://t.co/d87K2iFp0P",[]
215,Vignesh_TMV,Indian | Entrepreneur | Secular | Anti-fascist | RG | Congress | RT’s ≠ Endorsements | தீதும் நன்றும் பிறர்தர வாரா!,"Coimbatore, Tamilnadu",1614,11825,190518,66,"Nomination rally of Congress candidate Gulab Singh Rajput from Tharad constituency of Gujarat.

Congress is sweeping Gujarat this time.🔥

#GujaratElection2022 https://t.co/d87K2iFp0P",['GujaratElection2022']
,toogo_haris,"Multimedia Journalist | @themojostory 
Work: @euronews @scmpnews @thewire_in @themojostory @freepressk @thequint & more","Srinagar, India",345,182,599,0,"Latest dispatch with @szaffariqbal from #Gujarat #GujaratAssemblyPolls #GujaratElection2022 
https://t.co/7N1vBgqGgR","['Gujarat', 'GujaratAssemblyPolls', 'GujaratElection2022']"
216,nsbchd,"CalmChor, Jovial, Simple, Humorous, Friendly, T-Lover, Cool Saggitarians, CEO as Chief Entertaining Officer, AAPians/Congis/Sapayian will be Blocked.",हिंदुस्तान,2215,43213,602478,5,"How many Seats Fraud &amp; Kattar Beiman Party AAP will win in #GujaratElection2022 ?

Please RT, Share, Vote &amp; Comment!",['GujaratElection2022']
,WadehraRajiv,"सीता राम चरित आति पावन
Business professional and generalist. Love my country with all its warts and uncertainties. Want a vibrant society.","New Delhi, India",596,857,22051,0,@ArvindKejriwal Fake opinion polls by fake polling agencies  being propagated by a fake leader faking to be a national leader and a fake Hindu... So much truth about fakery in one tweet! Phew! @sanchit_gs @ARanganathan72 @SandipGhose @Indian_Analyzer @Shehzad_Ind #kejriwal #GujaratElection2022,"['kejriwal', 'GujaratElection2022']"
217,Anirudh81612586,"Farmer by profession, feeding the people, haters please don't come near me,",,738,148,14144,117,"Alarming. Please do watch and share.
#GujaratElections2022 #GujaratElection2022 https://t.co/IUkzWvEJqL","['GujaratElections2022', 'GujaratElection2022']"
,SandipGhose,Business Leader I Believe in the India Growth Story I ‘C Suite’ Coach I Mentor to Young Professionals I Print and TV commentator on Current Affairs I Author I,India-at-large,1398,32920,149457,1,10 pm @NewsX #GujaratElection2022 with @rasheedkidwai @SandipGhose @ashutosh83B Roundtable on the Gujarat campaign https://t.co/DBFLNopMG3,['GujaratElection2022']
218,SanRatweets,"Indian, INC, with Gandhis",भारत,719,299,34683,117,"Alarming. Please do watch and share.
#GujaratElections2022 #GujaratElection2022 https://t.co/IUkzWvEJqL","['GujaratElections2022', 'GujaratElection2022']"
,Neel__07,"🇮🇳
#भारत
#जय श्री राम",India,1742,234,34802,84,"Can't stop laughing!! 🤣😂😂😂

Gujarat will not fall in his trap, but people of Delhi are suffering, and that's a sad reality!!

#GujaratElection2022 https://t.co/O3s6IGjtVQ",[]
219,PKSBHAT,"IT Professional, Proud Indian,ಕನ್ನಡಿಗ,Nation first. Globe trotter, Retweets are not endorsements","Belfast, Northern Ireland",377,115,1429,84,"Can't stop laughing!! 🤣😂😂😂

Gujarat will not fall in his trap, but people of Delhi are suffering, and that's a sad reality!!

#GujaratElection2022 https://t.co/O3s6IGjtVQ",[]
,NidhiSanatani,Hindu Sanatani,"Ahmedabad City, India",403,134,3015,117,"Alarming. Please do watch and share.
#GujaratElections2022 #GujaratElection2022 https://t.co/IUkzWvEJqL","['GujaratElections2022', 'GujaratElection2022']"
220,PragNews,Prag News is one of the best and leading Assamese live news channel for the most authentic and latest updates. Get breaking news from across the globe 24x7,"Ulubari, Guwahati",110,45273,36385,0,"All-Rounder Ravindra Jadeja stands for wife, currently contesting as Gujarat's BJP Candidate

https://t.co/BbY0e00h99

#Pragnews #RavindraJadeja #RavindrasinhJadeja #RivabaJadeja #BJP #GujaratPolls #GujaratElection2022","['Pragnews', 'RavindraJadeja', 'RavindrasinhJadeja', 'RivabaJadeja', 'BJP', 'GujaratPolls', 'GujaratElection2022']"
,naturalphoton,"IIM-Kolkata. Management Guide. #Startup #Investor 
RTs/Likes are not endorsements.
#राष्ट्र_सर्वोपरि-धर्मो रक्षति रक्षित:
#HinduEcoSystem (Bihar) SM: @HESBihar","New Delhi, India",10158,13505,158217,5,"How many Seats Fraud &amp; Kattar Beiman Party AAP will win in #GujaratElection2022 ?

Please RT, Share, Vote &amp; Comment!",['GujaratElection2022']
221,ASIM359,Bharat Mata ki Jay,Gujarat,250,68,17535,84,"Can't stop laughing!! 🤣😂😂😂

Gujarat will not fall in his trap, but people of Delhi are suffering, and that's a sad reality!!

#GujaratElection2022 https://t.co/O3s6IGjtVQ",[]
,SankalpVarshn12,sankalp varshney,"Agra, India",515,314,94565,2,"Watch this exclusive conversation with Singer @KirtidanGadhvi and Ojas Rawal's at #PanchayatAajTakGujarat.
Full session : https://t.co/gT25wTBQ6I 
#PanchayatAajTakGujarat  #GujaratElection2022 |
@chitraaum https://t.co/Xb6r6TIiox",['PanchayatAajTakGujarat']
222,Vibgyyor,Abnormally normal,,6523,11937,57246,5,"How many Seats Fraud &amp; Kattar Beiman Party AAP will win in #GujaratElection2022 ?

Please RT, Share, Vote &amp; Comment!",['GujaratElection2022']
,IamGMishra,"Nationalist | News Junkie | Politics | Hobby: Cooking | Tweets: Informative
| RTs: Not Endorsements",India,915,16796,127968,5,"How many Seats Fraud &amp; Kattar Beiman Party AAP will win in #GujaratElection2022 ?

Please RT, Share, Vote &amp; Comment!",['GujaratElection2022']
223,anjuchopra73,"Jai Mata Di 🙏 
                                                Om Namah Shivaye🙏
#ModijiSupporter",Bharat,1249,2234,89792,5,"How many Seats Fraud &amp; Kattar Beiman Party AAP will win in #GujaratElection2022 ?

Please RT, Share, Vote &amp; Comment!",['GujaratElection2022']
,ManekshaVarg,"सेवा में गांधी और सत्ता में नेहरु | Resolved to fight Poverty, Injustice, Hatred & Extremism| Proud Farmer | Son of an @INCIndia Political Martyr.","Ahmadabad City, India",554,667,4878,117,"Alarming. Please do watch and share.
#GujaratElections2022 #GujaratElection2022 https://t.co/IUkzWvEJqL","['GujaratElections2022', 'GujaratElection2022']"
224,SaffronDelhite,"Veteran Tweep with Suspended past

Twitter is now Tired of Suspending me

📍Delhi is an Emotion",,805,1009,25258,0,"@ANI Alpesh Thakor looks dark...

#NarendraModi ji must give @AlpeshThakor_ 5 mushrooms @ Rs 80k each

Sic that such tucchas joined BJP.

https://t.co/7qMIH5plkT
#GujaratElection2022","['NarendraModi', 'GujaratElection2022']"
,SAI_NIGA,Earnings and serving,,22,11,3428,117,"Alarming. Please do watch and share.
#GujaratElections2022 #GujaratElection2022 https://t.co/IUkzWvEJqL","['GujaratElections2022', 'GujaratElection2022']"
225,AgarwalOPSumit,,India,553,186,15672,117,"Alarming. Please do watch and share.
#GujaratElections2022 #GujaratElection2022 https://t.co/IUkzWvEJqL","['GujaratElections2022', 'GujaratElection2022']"
,Hanselds,Professor of Management. Social Activist with no time for trolls. Retweet does NOT mean I endorse it. Just to expose it !,"Mumbai, India",320,538,3447,0,#GujaratElection2022 Seems like @BJPindia__ is getting desperate.  Looks like they are anticipating a major drubbing on Dec 8.  Their desperation is showing with the Kanchan Jariwala kidnapping.  AAP must be a very happy party with Cong imploding,['GujaratElection2022']
226,AgarwalOPSumit,,India,553,186,15672,84,"Can't stop laughing!! 🤣😂😂😂

Gujarat will not fall in his trap, but people of Delhi are suffering, and that's a sad reality!!

#GujaratElection2022 https://t.co/O3s6IGjtVQ",[]
,indiatvnews,India’s most watched Hindi News Channel. Follow for latest/breaking News Alerts from all over the Globe. FB:https://t.co/IJtJpoipue,India,29,2183239,681438,0,"#GujaratElection2022: #Congress announces final list of 37 candidates

#GujaratAssemblyPolls #GujaratAssemblyElection2022 #CongressForGujarat #congresscandidate 

https://t.co/FW8c7L2cOJ","['GujaratElection2022', 'Congress', 'GujaratAssemblyPolls', 'GujaratAssemblyElection2022', 'CongressForGujarat', 'congresscandidate']"
227,Muzzris,From God's own country ...Kerala,India ,2774,3218,141561,117,"Alarming. Please do watch and share.
#GujaratElections2022 #GujaratElection2022 https://t.co/IUkzWvEJqL","['GujaratElections2022', 'GujaratElection2022']"
,KrisNair1,| Secular | Congress | RaGa | CTF | Support Women Empowerment | Optimist | #BharatJodoYatra | Proud Indian |,"Mumbai, India",6590,26238,215265,117,"Alarming. Please do watch and share.
#GujaratElections2022 #GujaratElection2022 https://t.co/IUkzWvEJqL","['GujaratElections2022', 'GujaratElection2022']"
228,AryaGanguly16,जय हिंद! जय भारत! 🇮🇳,भारत,97,230,125707,29,"AAP Chief #ArvindKejriwal is expected in #Valsad , his last campaign stop before he leaves for #Delhi 

#GujaratElection2022 https://t.co/iaZ8Pcvyus","['ArvindKejriwal', 'Valsad', 'Delhi']"
,Nitin93363262,bhaiya mein bhaiya Putin Bhaiya,Roop Mahal Prem Gali Kholi No ,85,234,103173,11,"@Jairam_Ramesh Gentle Reminder to you chamcha

Modi is not a feku master,
He is UKHADfeku master

That's why #Congress is just in 2 states n if you loose #HimachalPradeshElections &amp; #GujaratElection2022 then by 2024 we will witness #CongressMuktBharat 

That's why he is UKHADFEKU",['Congress']
229,MaheshJethwa7,,,103,32,293,2,"Gujarat #GujaratElections 
#GujaratElection2022 @narendramodi lion of coming https://t.co/GffRfYo7F6","['GujaratElections', 'GujaratElection2022']"
,MaheshJethwa7,,,103,32,293,2,"Gujarat #GujaratElections 
#GujaratElection2022 @narendramodi lion of coming https://t.co/X1GQMCsjdw","['GujaratElections', 'GujaratElection2022']"
230,MaheshJethwa7,,,103,32,293,3,"#Gujarat #GujaratElections 
#GujaratElection2022 @narendramodi lion of coming https://t.co/I1NCdNZiWl","['Gujarat', 'GujaratElections', 'GujaratElection2022']"
,pgarde3,Blessed with two amazing kids. Life's good.,,569,588,1225,5,Amit Shah - Gujarat BJP CM candidate | Gujarat Elections | 🟥 DD News Telangana https://t.co/OvU9V625dd via @YouTube @DDNewslive @PIB_India @AmitShahOffice @AmitShah #GujaratElection2022,[]
